original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Portugal,Terceira Island (Azores),"December 12���14, 1971",Accoompanied President Nixon to meeting with French President Pompidou and Portuguese Prime Minister Caetano.,Azores,Terceira Island,,sec-17,William Pierce Rogers,577,38.7216415,-27.2205771,,Portugal,1,,,61362000000,61534800000,Sun Dec 12 1971 00:00:00 GMT-0500 (EST),Tue Dec 14 1971 00:00:00 GMT-0500 (EST),2
United Kingdom,Bermuda,"December 20���21, 1971",Accompanied President Nixon to meeting with British Prime Minister Heath.,United Kingdom,Bermuda,,sec-17,William Pierce Rogers,578,32.3078,-64.7505,,Bermuda,1,,,62053200000,62139600000,Mon Dec 20 1971 00:00:00 GMT-0500 (EST),Tue Dec 21 1971 00:00:00 GMT-0500 (EST),1
"China, People�۪s Republic of",Peking,"February 17���28, 1972",Accompanied President Nixon on a State visit.,"China, People�۪s Republic of",Peking,,sec-17,William Pierce Rogers,579,39.904211,116.407395,Beijing,China,1,,,67150800000,68101200000,Thu Feb 17 1972 00:00:00 GMT-0500 (EST),Mon Feb 28 1972 00:00:00 GMT-0500 (EST),11
Canada,Ottawa,"April 13���15, 1972",Accompanied President Nixon on a State visit.,Canada,Ottawa,,sec-17,William Pierce Rogers,580,45.4215296,-75.6971931,Ottawa,Canada,1,,,71989200000,72162000000,Thu Apr 13 1972 00:00:00 GMT-0500 (EST),Sat Apr 15 1972 00:00:00 GMT-0500 (EST),2
Iceland,Reykjavik,"May 2���3, 1972",Met with Prime Minister Johannesson and Foreign Minister Agustsson.,Iceland,Reykjavik,,sec-17,William Pierce Rogers,581,64.1265206,-21.8174393,Reykjav�_k,Iceland,1,,,73627200000,73713600000,Tue May 02 1972 00:00:00 GMT-0400 (EDT),Wed May 03 1972 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,"May 3���4, 1972",Pre-summit consultation with Prime Minister Heath and Foreign Secretary Douglas Home.,United Kingdom,London,,sec-17,William Pierce Rogers,582,51.5073509,-0.1277583,London,United Kingdom,1,,,73713600000,73800000000,Wed May 03 1972 00:00:00 GMT-0400 (EDT),Thu May 04 1972 00:00:00 GMT-0400 (EDT),1
Belgium,Brussels,"May 4���5, 1972",Met with the Belgian and Dutch Foreign Ministers and with the President of the Commission of the European Community.,Belgium,Brussels,,sec-17,William Pierce Rogers,583,50.8503463,4.3517211,,Belgium,1,,,73800000000,73886400000,Thu May 04 1972 00:00:00 GMT-0400 (EDT),Fri May 05 1972 00:00:00 GMT-0400 (EDT),1
Luxembourg,Luxembourg,"May 5���6, 1972",Official visit. Met with Grand Duke Jean and senior Luxembourg officials.,Luxembourg,Luxembourg,,sec-17,William Pierce Rogers,584,49.611621,6.1319346,Luxembourg City,Luxembourg,1,,,73886400000,73972800000,Fri May 05 1972 00:00:00 GMT-0400 (EDT),Sat May 06 1972 00:00:00 GMT-0400 (EDT),1
"Germany, Federal Republic of",Bonn,"May 6���7, 1972",Met with Foreign Minister Scheel.,"Germany, Federal Republic of",Bonn,,sec-17,William Pierce Rogers,585,50.73743,7.0982068,Bonn,Germany,1,,,73972800000,74059200000,Sat May 06 1972 00:00:00 GMT-0400 (EDT),Sun May 07 1972 00:00:00 GMT-0400 (EDT),1
Austria,Salzburg,"May 20���22, 1972",Accompanied President Nixon on an informal visit.,Austria,Salzburg,,sec-17,William Pierce Rogers,586,47.80949,13.05501,Salzburg,Austria,1,,,75182400000,75355200000,Sat May 20 1972 00:00:00 GMT-0400 (EDT),Mon May 22 1972 00:00:00 GMT-0400 (EDT),2
U.S.S.R.,Moscow,"May 22���29, 1972","Accompanied President Nixon Leningrad, Kiev on a State visit.",U.S.S.R.,Moscow,,sec-17,William Pierce Rogers,587,55.755826,37.6173,Moscow,Russia,1,,,75355200000,75960000000,Mon May 22 1972 00:00:00 GMT-0400 (EDT),Mon May 29 1972 00:00:00 GMT-0400 (EDT),7
"Germany, Federal Republic of",Bonn,"May 29���31, 1972",Attended NATO Ministerial Meeting.,"Germany, Federal Republic of",Bonn,,sec-17,William Pierce Rogers,588,50.73743,7.0982068,Bonn,Germany,1,,,75960000000,76132800000,Mon May 29 1972 00:00:00 GMT-0400 (EDT),Wed May 31 1972 00:00:00 GMT-0400 (EDT),2
Poland,Warsaw,"May 31���June 1, 1972",Accompanied President Nixon on official visit. Signed consular convention with Poland.,Poland,Warsaw,,sec-17,William Pierce Rogers,589,52.2296756,21.0122287,Warsaw,Poland,1,,,76132800000,76219200000,Wed May 31 1972 00:00:00 GMT-0400 (EDT),Thu Jun 01 1972 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,"June 1���2, 1972",Attended CENTO Ministerial Meeting.,United Kingdom,London,,sec-17,William Pierce Rogers,590,51.5073509,-0.1277583,London,United Kingdom,1,,,76219200000,76305600000,Thu Jun 01 1972 00:00:00 GMT-0400 (EDT),Fri Jun 02 1972 00:00:00 GMT-0400 (EDT),1
"Germany, Federal Republic of",Bonn,"June 2���3, 1972",Met with senior West German officials.,"Germany, Federal Republic of",Bonn,,sec-17,William Pierce Rogers,591,50.73743,7.0982068,Bonn,Germany,1,,,76305600000,76392000000,Fri Jun 02 1972 00:00:00 GMT-0400 (EDT),Sat Jun 03 1972 00:00:00 GMT-0400 (EDT),1
Germany,Berlin,3-Jun-72,Signed Final Quadripartite Protocol to the Quadripartite Agreement on Berlin. Visited East and West Berlin.,Germany,Berlin,,sec-17,William Pierce Rogers,592,52.5200066,13.404954,Berlin,Germany,1,,,76392000000,76478400000,Sat Jun 03 1972 00:00:00 GMT-0400 (EDT),Sun Jun 04 1972 00:00:00 GMT-0400 (EDT),1
Australia,"Canberra, Perth","June 24���29, 1972",Attended SEATO and ANZUS Council Meetings.,Australia,"Canberra, Perth",,sec-17,William Pierce Rogers,593,,,,,,,1,78206400000,78638400000,Sat Jun 24 1972 00:00:00 GMT-0400 (EDT),Thu Jun 29 1972 00:00:00 GMT-0400 (EDT),5
Australia,"Canberra, Perth","June 24���29, 1972",Attended SEATO and ANZUS Council Meetings.,Australia,Canberra,,sec-17,William Pierce Rogers,594,-35.2809368,149.1300092,Canberra,Australia,1,1,,78206400000,78379200000,Sat Jun 24 1972 00:00:00 GMT-0400 (EDT),Mon Jun 26 1972 00:00:00 GMT-0400 (EDT),2
Australia,"Canberra, Perth","June 24���29, 1972",Attended SEATO and ANZUS Council Meetings.,Australia,Perth,,sec-17,William Pierce Rogers,595,-31.9505269,115.8604572,,Australia,1,1,,78379200000,78638400000,Mon Jun 26 1972 00:00:00 GMT-0400 (EDT),Thu Jun 29 1972 00:00:00 GMT-0400 (EDT),3
Indonesia,Djakarta,"June 30���July 1, 1972",Met with President Suharto and Foreign Minister Malik.,Indonesia,Djakarta,,sec-17,William Pierce Rogers,596,-6.1744651,106.822745,,Indonesia,1,,,78724800000,78811200000,Fri Jun 30 1972 00:00:00 GMT-0400 (EDT),Sat Jul 01 1972 00:00:00 GMT-0400 (EDT),1
Sri Lanka,Colombo,1-Jul-72,Met with Foreign Minister Bandaranaike while en route to Yemen.,Sri Lanka,Colombo,,sec-17,William Pierce Rogers,597,6.9270786,79.861243,Colombo,Sri Lanka,1,,,78811200000,78897600000,Sat Jul 01 1972 00:00:00 GMT-0400 (EDT),Sun Jul 02 1972 00:00:00 GMT-0400 (EDT),1
Yemen,Sana'a,"July 1���2, 1972",Announced the re-establishment of diplomatic relations.,Yemen,Sana'a,,sec-17,William Pierce Rogers,598,15.3694451,44.1910066,Sana'a,Yemen,1,,,78811200000,78897600000,Sat Jul 01 1972 00:00:00 GMT-0400 (EDT),Sun Jul 02 1972 00:00:00 GMT-0400 (EDT),1
Bahrain,Manama,"July 2���3, 1972",Met with Amir Sheikh Isa bin Salman al-Khalifa.,Bahrain,Manama,,sec-17,William Pierce Rogers,599,26.2285161,50.5860497,Manama,Bahrain,1,,,78897600000,78984000000,Sun Jul 02 1972 00:00:00 GMT-0400 (EDT),Mon Jul 03 1972 00:00:00 GMT-0400 (EDT),1
Kuwait,Kuwait City,"July 3���4, 1972",Met with Amir Sheikh Sabah as-Salim as-Sabah.,Kuwait,Kuwait City,,sec-17,William Pierce Rogers,600,29.375859,47.9774052,Kuwait City,Kuwait,1,,,78984000000,79070400000,Mon Jul 03 1972 00:00:00 GMT-0400 (EDT),Tue Jul 04 1972 00:00:00 GMT-0400 (EDT),1
Greece,Athens,"July 4���5, 1972",Met with Premier Papadopoulas and senior Greek officials.,Greece,Athens,,sec-17,William Pierce Rogers,601,37.9838096,23.7275388,Athens,Greece,1,,,79070400000,79156800000,Tue Jul 04 1972 00:00:00 GMT-0400 (EDT),Wed Jul 05 1972 00:00:00 GMT-0400 (EDT),1
Romania,Bucharest,"July 5���6, 1972",Met with President Ceausescu. Signed consular convention and cultural and scientific exchange agreements.,Romania,Bucharest,,sec-17,William Pierce Rogers,602,44.4267674,26.1025384,Bucharest,Romania,1,,,79156800000,79243200000,Wed Jul 05 1972 00:00:00 GMT-0400 (EDT),Thu Jul 06 1972 00:00:00 GMT-0400 (EDT),1
Hungary,Budapest,"July 6���7, 1972",Met with First Secretary Kadar. Signed consular convention and scientific and technical exchange agreements.,Hungary,Budapest,,sec-17,William Pierce Rogers,603,47.497912,19.040235,Budapest,Hungary,1,,,79243200000,79329600000,Thu Jul 06 1972 00:00:00 GMT-0400 (EDT),Fri Jul 07 1972 00:00:00 GMT-0400 (EDT),1
Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni","July 7���9, 1972",Official visit. Met with President Tito July 9.,Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni",,sec-17,William Pierce Rogers,604,,,,,,,1,79329600000,79502400000,Fri Jul 07 1972 00:00:00 GMT-0400 (EDT),Sun Jul 09 1972 00:00:00 GMT-0400 (EDT),2
Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni","July 7���9, 1972",Official visit. Met with President Tito July 9.,Yugoslavia,Belgrade,,sec-17,William Pierce Rogers,605,44.786568,20.4489216,Belgrade,Serbia,1,1,,79329600000,79329600000,Fri Jul 07 1972 00:00:00 GMT-0400 (EDT),Fri Jul 07 1972 00:00:00 GMT-0400 (EDT),0
Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni","July 7���9, 1972",Official visit. Met with President Tito July 9.,Yugoslavia,Dubrovnik,,sec-17,William Pierce Rogers,606,42.6506606,18.0944238,Dubrovnik,Croatia,1,1,,79329600000,79416000000,Fri Jul 07 1972 00:00:00 GMT-0400 (EDT),Sat Jul 08 1972 00:00:00 GMT-0400 (EDT),1
Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni","July 7���9, 1972",Official visit. Met with President Tito July 9.,Yugoslavia,Pula,,sec-17,William Pierce Rogers,607,44.8666232,13.8495788,Pula,Croatia,1,1,,79416000000,79416000000,Sat Jul 08 1972 00:00:00 GMT-0400 (EDT),Sat Jul 08 1972 00:00:00 GMT-0400 (EDT),0
Yugoslavia,"Belgrade, Dubrovnik, Pula, Brioni","July 7���9, 1972",Official visit. Met with President Tito July 9.,Yugoslavia,Brioni,,sec-17,William Pierce Rogers,608,44.915686,13.7544015,,Croatia,1,1,,79416000000,79502400000,Sat Jul 08 1972 00:00:00 GMT-0400 (EDT),Sun Jul 09 1972 00:00:00 GMT-0400 (EDT),1
Italy,Rome,"July 10���11, 1972",Met with President Leone and senior Italian officials,Italy,Rome,,sec-17,William Pierce Rogers,609,41.9027835,12.4963655,Rome,Italy,1,,,79588800000,79675200000,Mon Jul 10 1972 00:00:00 GMT-0400 (EDT),Tue Jul 11 1972 00:00:00 GMT-0400 (EDT),1
Vatican City,,11-Jul-72,Audience with Pope Paul VI.,Vatican City,,,sec-17,William Pierce Rogers,610,41.902916,12.453389,,Vatican City,1,,,79675200000,79761600000,Tue Jul 11 1972 00:00:00 GMT-0400 (EDT),Wed Jul 12 1972 00:00:00 GMT-0400 (EDT),1
Belgium,Brussels,"December 5���8, 1972",Attended NATO Ministerial Meeting.,Belgium,Brussels,,sec-17,William Pierce Rogers,611,50.8503463,4.3517211,,Belgium,1,,,92379600000,92638800000,Tue Dec 05 1972 00:00:00 GMT-0500 (EST),Fri Dec 08 1972 00:00:00 GMT-0500 (EST),3
France,Paris,"January 26���27, 1973",Signed the Vietnam Peace Agreement.,France,Paris,,sec-17,William Pierce Rogers,612,48.856614,2.3522219,Paris,France,1,,,96872400000,96958800000,Fri Jan 26 1973 00:00:00 GMT-0500 (EST),Sat Jan 27 1973 00:00:00 GMT-0500 (EST),1
France,Paris,"February 24���March 3, 1973",Attended the International Conference on Vietnam.,France,Paris,,sec-17,William Pierce Rogers,613,48.856614,2.3522219,Paris,France,1,,,99378000000,99982800000,Sat Feb 24 1973 00:00:00 GMT-0500 (EST),Sat Mar 03 1973 00:00:00 GMT-0500 (EST),7
Mexico,"Mexico, D.F.","May 12���14, 1973",Met with President Echeverria and senior Mexican officials.,Mexico,Mexico City,,sec-17,William Pierce Rogers,614,19.2464696,-99.1013498,,Mexico,1,,,1.06027E+11,1.062E+11,Sat May 12 1973 00:00:00 GMT-0400 (EDT),Mon May 14 1973 00:00:00 GMT-0400 (EDT),2
Nicaragua,Managua,14-May-73,Met with President Somoza and senior Nicaraguan officials.,Nicaragua,Managua,,sec-17,William Pierce Rogers,615,12.1149926,-86.2361744,Managua,Nicaragua,1,,,1.062E+11,1.06286E+11,Mon May 14 1973 00:00:00 GMT-0400 (EDT),Tue May 15 1973 00:00:00 GMT-0400 (EDT),1
Venezuela,Caracas,"May 14���15, 1973","Met with President Caldera, Foreign Minister Calvani and senior Venezuelan officials.",Venezuela,Caracas,,sec-17,William Pierce Rogers,616,10.4805937,-66.9036063,Caracas,Venezuela,1,,,1.062E+11,1.06286E+11,Mon May 14 1973 00:00:00 GMT-0400 (EDT),Tue May 15 1973 00:00:00 GMT-0400 (EDT),1
Peru,Lima,"May 15���16, 1973",Met with President Velasco and addressed the Andean Pact Junta.,Peru,Lima,,sec-17,William Pierce Rogers,617,-12.046374,-77.0427934,Lima District,Peru,1,,,1.06286E+11,1.06373E+11,Tue May 15 1973 00:00:00 GMT-0400 (EDT),Wed May 16 1973 00:00:00 GMT-0400 (EDT),1
Colombia,Bogota,"May 17���18, 1973","Met with President Pastrana, Foreign Minister Vasquez, and senior Colombian officials.",Colombia,Bogota,,sec-17,William Pierce Rogers,618,4.7109886,-74.072092,Bogot��,Colombia,1,,,1.06459E+11,1.06546E+11,Thu May 17 1973 00:00:00 GMT-0400 (EDT),Fri May 18 1973 00:00:00 GMT-0400 (EDT),1
Brazil,"Rio de Janeiro, Brasilia","May 19���22, 1973",Met with President Medici and senior Brazilian officials.,Brazil,"Rio de Janeiro, Brasilia",,sec-17,William Pierce Rogers,619,,,,,,,1,1.06632E+11,1.06891E+11,Sat May 19 1973 00:00:00 GMT-0400 (EDT),Tue May 22 1973 00:00:00 GMT-0400 (EDT),3
Brazil,"Rio de Janeiro, Brasilia","May 19���22, 1973",Met with President Medici and senior Brazilian officials.,Brazil,Rio de Janeiro,,sec-17,William Pierce Rogers,620,-22.9068467,-43.1728965,Rio de Janeiro,Brazil,1,1,,1.06632E+11,1.06718E+11,Sat May 19 1973 00:00:00 GMT-0400 (EDT),Sun May 20 1973 00:00:00 GMT-0400 (EDT),1
Brazil,"Rio de Janeiro, Brasilia","May 19���22, 1973",Met with President Medici and senior Brazilian officials.,Brazil,Brasilia,,sec-17,William Pierce Rogers,621,-15.7942287,-47.8821658,Bras�_lia,Brazil,1,1,,1.06718E+11,1.06891E+11,Sun May 20 1973 00:00:00 GMT-0400 (EDT),Tue May 22 1973 00:00:00 GMT-0400 (EDT),2
Argentina,Buenos Aires,"May 23���26, 1973",Attended the inauguration of President Campora.,Argentina,Buenos Aires,,sec-17,William Pierce Rogers,622,-34.6036844,-58.3815591,Buenos Aires,Argentina,1,,,1.06978E+11,1.07237E+11,Wed May 23 1973 00:00:00 GMT-0400 (EDT),Sat May 26 1973 00:00:00 GMT-0400 (EDT),3
Netherlands Antilles,Curacao,27-May-73,Stopped en route to Jamaica.,Netherlands Antilles,Curacao,,sec-17,William Pierce Rogers,623,12.16957,-68.99002,,Cura̤ao,1,,,1.07323E+11,1.0741E+11,Sun May 27 1973 00:00:00 GMT-0400 (EDT),Mon May 28 1973 00:00:00 GMT-0400 (EDT),1
Jamaica,Kingston,"May 27���28, 1973",Met with Prime Minister Manley and senior officials.,Jamaica,Kingston,,sec-17,William Pierce Rogers,624,18.0178743,-76.8099041,Kingston,Jamaica,1,,,1.07323E+11,1.0741E+11,Sun May 27 1973 00:00:00 GMT-0400 (EDT),Mon May 28 1973 00:00:00 GMT-0400 (EDT),1
Iceland,Reykjavik,"May 30���June 1, 1973",Accompanied President Nixon to a meeting with French President Pompidou.,Iceland,Reykjavik,,sec-17,William Pierce Rogers,625,64.1265206,-21.8174393,Reykjav�_k,Iceland,1,,,1.07582E+11,1.07755E+11,Wed May 30 1973 00:00:00 GMT-0400 (EDT),Fri Jun 01 1973 00:00:00 GMT-0400 (EDT),2
Iran,Tehran,"June 8���11, 1973",Attended CENTO Council Meeting.,Iran,Tehran,,sec-17,William Pierce Rogers,626,35.6891975,51.3889736,Tehran,Iran,1,,,1.0836E+11,1.08619E+11,Fri Jun 08 1973 00:00:00 GMT-0400 (EDT),Mon Jun 11 1973 00:00:00 GMT-0400 (EDT),3
Denmark,Copenhagen,"June 12���15, 1973",Attended NATO Ministerial Meeting.,Denmark,Copenhagen,,sec-17,William Pierce Rogers,627,55.6760968,12.5683371,Copenhagen,Denmark,1,,,1.08706E+11,1.08965E+11,Tue Jun 12 1973 00:00:00 GMT-0400 (EDT),Fri Jun 15 1973 00:00:00 GMT-0400 (EDT),3
United Kingdom,London,1-Jul-73,Attended the birthday party of former Prime Minister Douglas-Home.,United Kingdom,London,,sec-17,William Pierce Rogers,628,51.5073509,-0.1277583,London,United Kingdom,1,,,1.10347E+11,1.10434E+11,Sun Jul 01 1973 00:00:00 GMT-0400 (EDT),Mon Jul 02 1973 00:00:00 GMT-0400 (EDT),1
Finland,Helsinki,"July 1���3, 1973",Attended the first phase of the Conference on Security and Cooperation in Europe.,Finland,Helsinki,,sec-17,William Pierce Rogers,629,60.1698557,24.938379,Helsinki,Finland,1,,,1.10347E+11,1.1052E+11,Sun Jul 01 1973 00:00:00 GMT-0400 (EDT),Tue Jul 03 1973 00:00:00 GMT-0400 (EDT),2
Czechoslovakia,Prague,"July 8���9, 1973",Official visit. Signed a consular convention.,Czechoslovakia,Prague,,sec-17,William Pierce Rogers,630,50.0755381,14.4378005,Prague,Czech Republic,1,,,1.10952E+11,1.11038E+11,Sun Jul 08 1973 00:00:00 GMT-0400 (EDT),Mon Jul 09 1973 00:00:00 GMT-0400 (EDT),1
Japan,Tokyo,"July 15���17, 1973",Attended a meeting of the Joint U.S.-Japan Committee on Trade and Economic Affairs.,Japan,Tokyo,,sec-17,William Pierce Rogers,631,35.6894875,139.6917064,,Japan,1,,,1.11557E+11,1.1173E+11,Sun Jul 15 1973 00:00:00 GMT-0400 (EDT),Tue Jul 17 1973 00:00:00 GMT-0400 (EDT),2
"Korea, Republic of",Seoul,"July 18���20, 1973",Met with President Park and senior Korean officials.,"Korea, Republic of",Seoul,,sec-17,William Pierce Rogers,632,37.566535,126.9779692,Seoul,South Korea,1,,,1.11816E+11,1.11989E+11,Wed Jul 18 1973 00:00:00 GMT-0400 (EDT),Fri Jul 20 1973 00:00:00 GMT-0400 (EDT),2
U.S.S.R.,Moscow,"October 20���22, 1973",Met with General Secretary Brezhnev to discuss the Middle East war.,U.S.S.R.,Moscow,,sec-18,Henry A. (Heinz Alfred) Kissinger,633,55.755826,37.6173,Moscow,Russia,1,,,1.19938E+11,1.2011E+11,Sat Oct 20 1973 00:00:00 GMT-0400 (EDT),Mon Oct 22 1973 00:00:00 GMT-0400 (EDT),2
Israel,Tel Aviv,22-Oct-73,Met with Prime Minister Meir to discuss the Middle East war,Israel,Tel Aviv,,sec-18,Henry A. (Heinz Alfred) Kissinger,634,32.0852999,34.7817676,Tel Aviv-Yafo,Israel,1,,,1.2011E+11,1.20197E+11,Mon Oct 22 1973 00:00:00 GMT-0400 (EDT),Tue Oct 23 1973 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,22-Oct-73,Met with Foreign Secretary Douglas-Hume.,United Kingdom,London,,sec-18,Henry A. (Heinz Alfred) Kissinger,635,51.5073509,-0.1277583,London,United Kingdom,1,,,1.2011E+11,1.20197E+11,Mon Oct 22 1973 00:00:00 GMT-0400 (EDT),Tue Oct 23 1973 00:00:00 GMT-0400 (EDT),1
Morocco,Rabat,"November 5���6, 1973",Met with King Hassan II and senior Moroccan officials.,Morocco,Rabat,,sec-18,Henry A. (Heinz Alfred) Kissinger,636,33.9715904,-6.8498129,Rabat,Morocco,1,,,1.21324E+11,1.2141E+11,Mon Nov 05 1973 00:00:00 GMT-0500 (EST),Tue Nov 06 1973 00:00:00 GMT-0500 (EST),1
Tunisia,Tunis,6-Nov-73,Stopped en route to Egypt.,Tunisia,Tunis,,sec-18,Henry A. (Heinz Alfred) Kissinger,637,36.8064948,10.1815316,Tunis,Tunisia,1,,,1.2141E+11,1.21496E+11,Tue Nov 06 1973 00:00:00 GMT-0500 (EST),Wed Nov 07 1973 00:00:00 GMT-0500 (EST),1
Egypt,Cairo,"November 6���7, 1973",Met with President Sadat; announced agreement to resume diplomatic relations.,Egypt,Cairo,,sec-18,Henry A. (Heinz Alfred) Kissinger,638,30.0444196,31.2357116,Cairo,Egypt,1,,,1.2141E+11,1.21496E+11,Tue Nov 06 1973 00:00:00 GMT-0500 (EST),Wed Nov 07 1973 00:00:00 GMT-0500 (EST),1
Jordan,Amman,8-Nov-73,Met with King Hussein and senior Jordanian officials.,Jordan,Amman,,sec-18,Henry A. (Heinz Alfred) Kissinger,639,31.9453666,35.9283716,Amman,Jordan,1,,,1.21583E+11,1.21669E+11,Thu Nov 08 1973 00:00:00 GMT-0500 (EST),Fri Nov 09 1973 00:00:00 GMT-0500 (EST),1
Saudi Arabia,Riyadh,"November 8���9, 1973",Met with King Faisal and senior Saudi officials.,Saudi Arabia,Riyadh,,sec-18,Henry A. (Heinz Alfred) Kissinger,640,24.7135517,46.6752957,Riyadh,Saudi Arabia,1,,,1.21583E+11,1.21669E+11,Thu Nov 08 1973 00:00:00 GMT-0500 (EST),Fri Nov 09 1973 00:00:00 GMT-0500 (EST),1
Iran,Tehran,9-Nov-73,Met with Shah Mohammed Reza Pahlavi.,Iran,Tehran,,sec-18,Henry A. (Heinz Alfred) Kissinger,641,35.6891975,51.3889736,Tehran,Iran,1,,,1.21669E+11,1.21756E+11,Fri Nov 09 1973 00:00:00 GMT-0500 (EST),Sat Nov 10 1973 00:00:00 GMT-0500 (EST),1
Pakistan,Islamabad,10-Nov-73,Met with Prime Minister Bhutto and senior Pakistani officials.,Pakistan,Islamabad,,sec-18,Henry A. (Heinz Alfred) Kissinger,642,33.7293882,73.0931461,Islamabad,Pakistan,1,,,1.21756E+11,1.21842E+11,Sat Nov 10 1973 00:00:00 GMT-0500 (EST),Sun Nov 11 1973 00:00:00 GMT-0500 (EST),1
China,Peking,"November 10���14, 1973","Met with Chairman Mao Tse-tung, Premier Chou En-lai, and senior Chinese officials.",China,Peking,,sec-18,Henry A. (Heinz Alfred) Kissinger,643,39.904211,116.407395,Beijing,China,1,,,1.21756E+11,1.22101E+11,Sat Nov 10 1973 00:00:00 GMT-0500 (EST),Wed Nov 14 1973 00:00:00 GMT-0500 (EST),4
